NAME                      |     AMOUNT | TRANS_DATETIME      | PROCESS_DATETIME    | LOCATION                           
Anissa                    |  16,244.00 | 2021-06-01 00:00:00 | 2021-09-28 14:53:15 | Grisebach's Dwarf Morning-glory    
Zerk                      |  44,099.00 | 2021-02-19 00:00:00 | 2021-09-28 20:41:51 | Forest Sawsedge                    
Mable                     |  13,142.00 | 2021-06-03 00:00:00 | 2021-09-28 14:01:44 | Carpenter's Groundcherry           
Eden                      |  16,776.00 | 2020-08-20 00:00:00 | 2021-09-28 15:55:24 | Sweet Acacia                       
Cole                      |   5,067.00 | 2021-01-14 00:00:00 | 2021-09-28 13:43:33 | Scarlet Rosemallow                 
Ramsey                    |  48,405.00 | 2020-09-22 00:00:00 | 2021-09-28 15:41:03 | Chestnut Rush                      
Aleta                     |  29,644.00 | 2020-09-27 00:00:00 | 2021-09-28 11:53:05 | Xylographa Lichen                  
Cassaundra                |  19,377.00 | 2020-07-28 00:00:00 | 2021-09-28 21:39:44 | Pincushion Cactus                  
Florie                    |  22,266.00 | 2020-12-24 00:00:00 | 2021-09-28 6:42:47  | Shrubby Deervetch                  
Ludvig                    |  49,236.00 | 2021-07-08 00:00:00 | 2021-09-28 4:11:39  | Tehama Pincushionplant             
Shirley                   |  23,182.00 | 2020-12-03 00:00:00 | 2021-09-28 1:17:36  | Arizona Centaury                   
Donnie                    |  18,942.00 | 2021-07-25 00:00:00 | 2021-09-28 23:17:08 | Queen Palm                         
Drusilla                  |  42,564.00 | 2020-07-25 00:00:00 | 2021-09-28 19:41:21 | Spiral Ditchgrass                  
Ronnie                    |  37,029.00 | 2021-04-21 00:00:00 | 2021-09-28 10:51:03 | Tundra Aster                       
Maxy                      |  26,054.00 | 2021-03-06 00:00:00 | 2021-09-28 21:37:30 | Northern Needleleaf                
Reiko                     |  49,978.00 | 2020-09-13 00:00:00 | 2021-09-28 21:15:41 | Puerto Rico Box                    
Doroteya                  |   8,355.00 | 2020-09-29 00:00:00 | 2021-09-28 11:04:08 | Wachendorfia                       
Daria                     |  34,548.00 | 2020-11-17 00:00:00 | 2021-09-28 1:20:53  | Alpine Rockcress                   
Tawnya                    |  10,906.00 | 2020-07-20 00:00:00 | 2021-09-28 3:40:46  | Carolina Sphagnum                  
Louie                     |  19,619.00 | 2020-11-20 00:00:00 | 2021-09-28 10:04:07 | Pondweed                           
Mercie                    |  44,251.00 | 2021-06-22 00:00:00 | 2021-09-28 17:56:07 | Downy Yellow Violet                
Eolande                   |  42,569.00 | 2021-07-21 00:00:00 | 2021-09-28 14:15:53 | Ephemerum Moss                     
Wayland                   |  21,490.00 | 2020-12-29 00:00:00 | 2021-09-28 21:23:44 | Posey County Blackberry            
Silas                     |  27,947.00 | 2021-02-13 00:00:00 | 2021-09-28 14:34:10 | Erect Spiderling                   
Shepard                   |  48,645.00 | 2020-08-11 00:00:00 | 2021-09-28 17:13:52 | Brazilian Red-cloak                
Silvio                    |  15,236.00 | 2021-05-27 00:00:00 | 2021-09-28 16:31:08 | Red Mallee                         
Mordecai                  |  46,101.00 | 2020-10-09 00:00:00 | 2021-09-28 1:48:43  | Dwarf Goldenrod                    
Winnifred                 |   4,734.00 | 2021-02-19 00:00:00 | 2021-09-28 1:50:13  | Bluestem                           
Husein                    |  38,310.00 | 2021-06-06 00:00:00 | 2021-09-28 15:51:36 | Swamp Rose                         
Flory                     |   1,524.00 | 2020-10-01 00:00:00 | 2021-09-28 5:02:06  | Catha                              
Chelsy                    |   9,184.00 | 2021-05-31 00:00:00 | 2021-09-28 16:32:24 | Fleshy Star Orchid                 
Roze                      |  26,140.00 | 2021-07-05 00:00:00 | 2021-09-28 8:53:54  | False Chiggergrape                 
Harrison                  |   3,364.00 | 2020-12-04 00:00:00 | 2021-09-28 12:18:33 | Fivenerve Helianthella             
Rhea                      |  43,744.00 | 2021-01-02 00:00:00 | 2021-09-28 15:44:49 | Schweinitz's Sunflower             
Elspeth                   |  34,346.00 | 2020-10-03 00:00:00 | 2021-09-28 3:19:26  | Wright's False Threadleaf          
Massimiliano              |  10,607.00 | 2020-09-05 00:00:00 | 2021-09-28 19:01:34 | Showy Phlox                        
Jeanna                    |  34,402.00 | 2020-07-11 00:00:00 | 2021-09-28 6:07:00  | Rusby's Globemallow                
Cynthie                   |  16,954.00 | 2020-12-11 00:00:00 | 2021-09-28 16:19:05 | Piorkowski's Clover                
Nisse                     |  45,908.00 | 2021-05-27 00:00:00 | 2021-09-28 2:18:14  | Rim Lichen                         
Stace                     |   1,337.00 | 2021-04-15 00:00:00 | 2021-09-28 3:08:14  | Matweed                            
Noel                      |  10,387.00 | 2021-06-02 00:00:00 | 2021-09-28 21:01:30 | Roundleaf Thoroughwort             
Romona                    |  14,383.00 | 2021-07-12 00:00:00 | 2021-09-28 7:33:33  | Green Arrow Arum                   
Wolfy                     |  28,876.00 | 2020-08-29 00:00:00 | 2021-09-28 18:41:06 | Newfoundland Dwarf Birch           
Michaeline                |  25,497.00 | 2020-10-30 00:00:00 | 2021-09-28 10:04:02 | Sanddune Ipomopsis                 
Maria                     |  26,915.00 | 2021-05-25 00:00:00 | 2021-09-28 13:17:13 | Weeping Gum                        
Gayle                     |  30,225.00 | 2020-12-21 00:00:00 | 2021-09-28 2:02:05  | Sticky Brittlebush                 
Clair                     |   8,163.00 | 2020-09-26 00:00:00 | 2021-09-28 12:42:04 | Basin Cryptantha                   
Eliot                     |  41,957.00 | 2021-06-30 00:00:00 | 2021-09-28 15:48:21 | New Mexico Bird's-foot Trefoil     
Lucais                    |  22,030.00 | 2020-11-28 00:00:00 | 2021-09-28 17:43:10 | Snow Lichen                        
Olin                      |  26,264.00 | 2021-01-19 00:00:00 | 2021-09-28 0:58:31  | Pallid Hoptree                     
Sabrina                   |  39,971.00 | 2020-07-15 00:00:00 | 2021-09-28 23:16:40 | Butternut                          
Zaccaria                  |  10,471.00 | 2020-09-06 00:00:00 | 2021-09-28 18:54:01 | Downy Birch                        
Wood                      |  32,582.00 | 2020-08-29 00:00:00 | 2021-09-28 0:32:26  | Plains Snakecotton                 
Larissa                   |   6,065.00 | 2020-10-28 00:00:00 | 2021-09-28 11:01:09 | Lemon Lily                         
Giorgi                    |  23,036.00 | 2020-08-05 00:00:00 | 2021-09-28 21:54:04 | Hoary Puccoon                      
Willy                     |  17,992.00 | 2021-01-24 00:00:00 | 2021-09-28 16:47:51 | Palailaulii                        
Shepperd                  |  31,825.00 | 2020-10-28 00:00:00 | 2021-09-28 12:28:36 | Ballmustard                        
Nikkie                    |  13,951.00 | 2020-07-02 00:00:00 | 2021-09-28 15:24:17 | Johnny-nip                         
Tamma                     |  40,401.00 | 2021-07-18 00:00:00 | 2021-09-28 11:29:17 | Woodfern                           
Michal                    |  44,572.00 | 2020-09-12 00:00:00 | 2021-09-28 5:37:20  | American Oil Palm                  
Fulvia                    |  22,195.00 | 2020-07-19 00:00:00 | 2021-09-28 20:04:43 | Graphina Lichen                    
Jobie                     |  19,899.00 | 2020-08-13 00:00:00 | 2021-09-28 5:13:36  | Spleenwort                         
Melicent                  |  28,642.00 | 2021-04-28 00:00:00 | 2021-09-28 1:12:47  | Low Bladderpod                     
Genna                     |   7,344.00 | 2020-09-14 00:00:00 | 2021-09-28 18:48:54 | Pride Of Big Pine                  
Creight                   |  37,725.00 | 2021-05-24 00:00:00 | 2021-09-28 12:28:19 | Muncy Rockcress                    
Megen                     |  20,079.00 | 2020-11-17 00:00:00 | 2021-09-28 11:04:18 | White Pricklyash                   
Merna                     |  34,975.00 | 2020-07-01 00:00:00 | 2021-09-28 0:57:53  | Matting Rosette Grass              
Katie                     |  29,840.00 | 2020-07-26 00:00:00 | 2021-09-28 12:53:26 | Metzler's Licheothelia Lichen      
Ervin                     |  32,679.00 | 2021-03-07 00:00:00 | 2021-09-28 10:14:27 | Yellow Pepperweed                  
Brittan                   |   7,484.00 | 2021-05-26 00:00:00 | 2021-09-28 0:08:27  | Alternateflower Watermilfoil       
Florenza                  |  46,570.00 | 2020-10-03 00:00:00 | 2021-09-28 7:18:46  | Egg Milkvetch                      
Dorita                    |  32,617.00 | 2020-07-13 00:00:00 | 2021-09-28 14:44:18 | Mountain Pepperweed                
Serge                     |  21,361.00 | 2021-03-07 00:00:00 | 2021-09-28 12:08:13 | Brazilian Firetree                 
Shawnee                   |  20,566.00 | 2021-03-06 00:00:00 | 2021-09-28 5:14:41  | Sudan Raphia Palm                  
Drusie                    |   3,690.00 | 2021-06-04 00:00:00 | 2021-09-28 0:18:10  | Summit Lupine                      
Harvey                    |  20,213.00 | 2021-05-19 00:00:00 | 2021-09-28 20:25:13 | Bitter Panicgrass                  
Gabie                     |  30,214.00 | 2020-07-18 00:00:00 | 2021-09-28 19:41:39 | Parkia                             
Leoine                    |   3,954.00 | 2020-09-27 00:00:00 | 2021-09-28 23:35:12 | Scaldweed                          
Lionello                  |  15,805.00 | 2021-05-16 00:00:00 | 2021-09-28 16:41:55 | Fewflower Beggarticks              
Edward                    |  48,186.00 | 2020-11-04 00:00:00 | 2021-09-28 7:48:53  | Red Monkeyflower                   
Estrellita                |  48,903.00 | 2021-04-28 00:00:00 | 2021-09-28 1:45:58  | Florida Skullcap                   
Randal                    |  46,074.00 | 2021-07-21 00:00:00 | 2021-09-28 22:04:45 | Tucker Oak                         
Crystal                   |  19,919.00 | 2020-10-26 00:00:00 | 2021-09-28 20:40:17 | 'ohi'a Lehua                       
Christal                  |   1,194.00 | 2021-02-18 00:00:00 | 2021-09-28 12:32:52 | Marlin Beaksedge                   
Maye                      |  28,735.00 | 2021-01-30 00:00:00 | 2021-09-28 11:24:16 | California Strawberry              
Lela                      |  17,508.00 | 2020-07-13 00:00:00 | 2021-09-28 13:13:41 | Thick Ditch Crowngrass             
Felice                    |  25,486.00 | 2021-03-07 00:00:00 | 2021-09-28 1:41:21  | Dwarf She-oak                      
Miof mela                 |  20,621.00 | 2021-07-26 00:00:00 | 2021-09-28 16:18:16 | Schleicher's Cracked Lichen        
Katey                     |   3,339.00 | 2020-11-17 00:00:00 | 2021-09-28 15:40:59 | Bashful Ragwort                    
Phaidra                   |  47,807.00 | 2021-02-07 00:00:00 | 2021-09-28 9:40:56  | Western Thelomma Lichen            
Micheal                   |   2,221.00 | 2021-07-07 00:00:00 | 2021-09-28 8:22:55  | Wright's Stonecrop                 
Krissy                    |  31,870.00 | 2021-07-13 00:00:00 | 2021-09-28 14:39:49 | Pillwort                           
Danell                    |  21,873.00 | 2021-03-25 00:00:00 | 2021-09-28 8:07:31  | Mountain Melonleaf                 
Elmo                      |  19,192.00 | 2020-09-08 00:00:00 | 2021-09-28 6:49:14  | Palo De Hierro                     
Darius                    |  45,174.00 | 2021-05-05 00:00:00 | 2021-09-28 3:20:47  | Tapertip Cupgrass                  
Madelene                  |  41,914.00 | 2021-04-29 00:00:00 | 2021-09-28 16:24:17 | Chaffhead                          
Boigie                    |  47,483.00 | 2020-08-16 00:00:00 | 2021-09-28 11:38:44 | Pohlia Moss                        
Kippy                     |  49,368.00 | 2020-07-05 00:00:00 | 2021-09-28 18:36:19 | Hemlock Rosette Grass              
Elle                      |  43,508.00 | 2020-08-13 00:00:00 | 2021-09-28 23:08:47 | Shadow Witch                       
Valentia                  |  13,848.00 | 2020-12-21 00:00:00 | 2021-09-28 13:53:06 | Funaria Moss                       
Kay                       |  44,352.00 | 2021-01-16 00:00:00 | 2021-09-28 4:50:48  | Wart Lichen                        
Jeane                     |  46,258.00 | 2020-11-22 00:00:00 | 2021-09-28 22:54:16 | Dotted Onion                       
Noreen                    |  12,344.00 | 2021-06-07 00:00:00 | 2021-09-28 20:10:20 | Alaska Cedar                       
Nat                       |  11,266.00 | 2021-05-11 00:00:00 | 2021-09-28 18:43:18 | Beard Lichen                       
Aviva                     |  11,383.00 | 2021-04-08 00:00:00 | 2021-09-28 5:13:41  | Shrubby Milkwort                   
Chariot                   |  19,293.00 | 2020-07-15 00:00:00 | 2021-09-28 14:02:19 | Pouzolzia                          
Drusie                    |  16,224.00 | 2020-08-27 00:00:00 | 2021-09-28 4:02:14  | Wild Tamarind                      
Kizzee                    |  47,071.00 | 2021-02-28 00:00:00 | 2021-09-28 1:38:18  | Fourleaf Milkweed                  
Crysta                    |   7,834.00 | 2021-07-16 00:00:00 | 2021-09-28 6:07:56  | Smith's Melicgrass                 
Patrizio                  |   5,393.00 | 2020-09-25 00:00:00 | 2021-09-28 14:58:08 | Fendler's Drymary                  
Smith                     |  27,472.00 | 2021-06-11 00:00:00 | 2021-09-28 3:24:22  | Red-vein Yellow Loosestrife        
Wittie                    |  44,293.00 | 2021-06-11 00:00:00 | 2021-09-28 18:08:48 | Mediterranean Lovegrass            
Sherman                   |  24,933.00 | 2021-03-19 00:00:00 | 2021-09-28 8:54:41  | Maui Chaff Flower                  
Ashil                     |  17,322.00 | 2020-12-13 00:00:00 | 2021-09-28 3:22:01  | Parasol Clover                     
Mariya                    |  25,143.00 | 2021-03-30 00:00:00 | 2021-09-28 20:27:23 | Hawkbit                            
Judie                     |  18,193.00 | 2020-07-17 00:00:00 | 2021-09-28 19:09:48 | Seaberry                           
Valeda                    |   5,904.00 | 2021-04-30 00:00:00 | 2021-09-28 18:46:43 | Neckera Moss                       
Emmalyn                   |  12,233.00 | 2021-01-27 00:00:00 | 2021-09-28 0:48:02  | Tall Bugbane                       
Ursula                    |  35,000.00 | 2021-06-27 00:00:00 | 2021-09-28 20:27:12 | Tricharia Lichen                   
Raine                     |  48,013.00 | 2021-01-18 00:00:00 | 2021-09-28 18:13:16 | Wedge Sandmat                      
Merrielle                 |  40,282.00 | 2020-07-08 00:00:00 | 2021-09-28 14:03:30 | Roundhead Chinese Houses           
Ketty                     |  38,412.00 | 2020-07-09 00:00:00 | 2021-09-28 2:07:09  | Largeflower Tickseed               
Caitlin                   |  43,371.00 | 2020-08-12 00:00:00 | 2021-09-28 5:14:34  | Hare's Ear                         
Arin                      |  15,745.00 | 2021-02-05 00:00:00 | 2021-09-28 7:00:25  | Lion's Ear                         
Evered                    |  46,306.00 | 2020-07-06 00:00:00 | 2021-09-28 22:32:18 | Sharpleaf Penstemon                
Paola                     |  16,190.00 | 2020-12-09 00:00:00 | 2021-09-28 22:09:23 | Slenderstem Lessingia              
Quintus                   |  41,114.00 | 2020-07-24 00:00:00 | 2021-09-28 18:05:05 | Brandegee's Clover                 
Niko                      |  21,894.00 | 2021-06-12 00:00:00 | 2021-09-28 8:13:32  | Brandegee's Buckwheat              
Valle                     |  18,284.00 | 2020-07-12 00:00:00 | 2021-09-28 1:59:05  | Cypress-knee Helmet Orchid         
Garrard                   |  37,126.00 | 2020-11-01 00:00:00 | 2021-09-28 17:41:07 | Yellow Colicroot                   
Nessie                    |  12,794.00 | 2020-10-24 00:00:00 | 2021-09-28 16:16:48 | Woodland Ragwort                   
Daisy                     |   5,095.00 | 2020-11-21 00:00:00 | 2021-09-28 19:07:56 | Hairvein Fern                      
Isac                      |   3,165.00 | 2021-03-17 00:00:00 | 2021-09-28 14:34:27 | Smotherweed                        
Susette                   |  17,390.00 | 2021-05-18 00:00:00 | 2021-09-28 6:50:58  | Lax Panicgrass                     
Lory                      |   3,576.00 | 2021-06-17 00:00:00 | 2021-09-28 20:19:49 | Peak Saxifrage                     
Alfreda                   |  46,474.00 | 2020-08-31 00:00:00 | 2021-09-28 15:52:51 | Java Grass                         
Chelsae                   |  19,158.00 | 2020-07-24 00:00:00 | 2021-09-28 16:15:53 | Edwards' Starwort                  
Mylo                      |  21,425.00 | 2021-07-18 00:00:00 | 2021-09-28 9:11:32  | Narrowsepal Phacelia               
Jocelyn                   |  48,646.00 | 2020-11-09 00:00:00 | 2021-09-28 8:08:08  | Wahlenbergia                       
Nanci                     |  21,212.00 | 2021-05-28 00:00:00 | 2021-09-28 5:38:27  | Vanillaleaf                        
Adelaide                  |   3,184.00 | 2021-07-13 00:00:00 | 2021-09-28 16:40:00 | Purple Deadnettle                  
Shelden                   |   9,966.00 | 2021-05-20 00:00:00 | 2021-09-28 8:36:07  | Capitate Lousewort                 
Nickie                    |  18,401.00 | 2021-05-30 00:00:00 | 2021-09-28 6:27:30  | Scarlet Hedgehog Cactus            
Christophorus             |  40,382.00 | 2020-10-24 00:00:00 | 2021-09-28 22:50:12 | Boxleaf Stopper                    
Brent                     |  25,515.00 | 2021-07-03 00:00:00 | 2021-09-28 1:02:33  | Locoweed                           
Francesco                 |  42,316.00 | 2021-02-23 00:00:00 | 2021-09-28 6:16:12  | Cima Milkvetch                     
Milli                     |  21,247.00 | 2021-07-08 00:00:00 | 2021-09-28 2:28:00  | Low Watermilfoil                   
Kimmie                    |  24,176.00 | 2020-09-01 00:00:00 | 2021-09-28 4:07:31  | Arizona Milkvine                   
Nannie                    |   3,546.00 | 2020-08-26 00:00:00 | 2021-09-28 0:08:06  | Wart Lichen                        
Jamill                    |  22,895.00 | 2020-09-30 00:00:00 | 2021-09-28 15:12:14 | Plagiomnium Moss                   
Ervin                     |  11,207.00 | 2020-07-31 00:00:00 | 2021-09-28 15:16:05 | Ozark Chinquapin                   
Hilario                   |   7,484.00 | 2020-12-15 00:00:00 | 2021-09-28 2:50:01  | Catclaw Mimosa                     
Lilith                    |   1,521.00 | 2020-07-18 00:00:00 | 2021-09-28 18:15:57 | Britton's Skullcap                 
Silvanus                  |  46,340.00 | 2021-03-02 00:00:00 | 2021-09-28 17:09:03 | Silver Lupine                      
Wilbur                    |  11,219.00 | 2021-05-01 00:00:00 | 2021-09-28 13:34:47 | West Indian False Buttonweed       
Alford                    |  38,391.00 | 2020-11-08 00:00:00 | 2021-09-28 3:46:53  | Urn Gum                            
Corly                     |  15,063.00 | 2020-10-08 00:00:00 | 2021-09-28 23:23:43 | Crow Broom                         
Artair                    |  35,077.00 | 2021-05-31 00:00:00 | 2021-09-28 18:08:17 | Toothed Owl's-clover               
Ingaborg                  |  27,451.00 | 2021-02-24 00:00:00 | 2021-09-28 1:26:22  | Pine Valley Penstemon              
Gelya                     |  45,554.00 | 2021-07-07 00:00:00 | 2021-09-28 21:48:38 | Common Juniper                     
Carol                     |  14,363.00 | 2021-01-18 00:00:00 | 2021-09-28 13:26:31 | Indian Cucumber                    
Donny                     |  20,187.00 | 2020-08-06 00:00:00 | 2021-09-28 4:57:51  | Roundleaf Brookfoam                
Benedicto                 |  35,368.00 | 2020-11-23 00:00:00 | 2021-09-28 2:46:38  | Night Jessamine                    
Edy                       |  19,072.00 | 2021-05-16 00:00:00 | 2021-09-28 1:43:45  | Nitrogen Moss                      
Avrom                     |  45,253.00 | 2021-07-09 00:00:00 | 2021-09-28 3:06:17  | Nihoa Pritchardia                  
Rochelle                  |   1,238.00 | 2020-10-23 00:00:00 | 2021-09-28 21:46:52 | Dwarf Plantain                     
Clarissa                  |  10,147.00 | 2021-05-18 00:00:00 | 2021-09-28 0:55:18  | Canadian Sandspurry                
Abbe                      |   9,885.00 | 2021-02-09 00:00:00 | 2021-09-28 1:00:34  | Wideleaf Racomitrium Moss          
Cosetta                   |  31,512.00 | 2020-08-13 00:00:00 | 2021-09-28 15:44:15 | Mountain Nettle                    
Kathryn                   |  29,845.00 | 2021-01-16 00:00:00 | 2021-09-28 10:48:42 | Ant Plant                          
Brandon                   |  38,129.00 | 2021-02-03 00:00:00 | 2021-09-28 0:25:03  | Florida Little Bluestem            
Fabiano                   |  46,460.00 | 2021-03-03 00:00:00 | 2021-09-28 21:02:49 | Small-leaf Bittercress             
Lek                       |  47,867.00 | 2021-07-23 00:00:00 | 2021-09-28 19:35:04 | Ash Creek Mousetail                
Erminie                   |   9,043.00 | 2020-07-26 00:00:00 | 2021-09-28 1:37:05  | Bigelow's Tobacco                  
Ulises                    |  11,281.00 | 2020-07-04 00:00:00 | 2021-09-28 19:18:15 | Hairy Five Eyes                    
Tera                      |  39,431.00 | 2020-12-01 00:00:00 | 2021-09-28 13:30:04 | Desert Foxglove                    
Brigid                    |  29,311.00 | 2021-03-29 00:00:00 | 2021-09-28 15:12:59 | Wolf's Spikerush                   
Marcelo                   |  13,837.00 | 2021-04-26 00:00:00 | 2021-09-28 15:57:53 | Shasta Chaenactis                  
Linus                     |   6,048.00 | 2021-05-18 00:00:00 | 2021-09-28 4:22:33  | Demangeon's Phylliscum Lichen      
Kyle                      |  17,814.00 | 2021-04-23 00:00:00 | 2021-09-28 1:02:12  | Night And Afternoon                
Opal                      |  27,414.00 | 2021-03-28 00:00:00 | 2021-09-28 1:24:00  | Scouler's St. Johnswort            
Neila                     |   6,174.00 | 2020-09-24 00:00:00 | 2021-09-28 4:42:50  | Leucobryum Moss                    
Ulrika                    |  15,703.00 | 2020-09-21 00:00:00 | 2021-09-28 18:29:25 | Bahama Beaksedge                   
Retha                     |  44,229.00 | 2020-09-13 00:00:00 | 2021-09-28 3:46:25  | Malibu Baccharis                   
Viv                       |  12,401.00 | 2021-07-15 00:00:00 | 2021-09-28 12:41:10 | Ridgetop Tetramolopium             
Bastian                   |  47,642.00 | 2021-05-17 00:00:00 | 2021-09-28 15:07:59 | Firecracker Penstemon              
Alessandro                |  18,228.00 | 2020-09-28 00:00:00 | 2021-09-28 4:48:45  | Anderson's Milkvetch               
Lucie                     |  40,295.00 | 2020-07-26 00:00:00 | 2021-09-28 22:27:57 | Royal Hala Pepe                    
Thekla                    |  48,320.00 | 2020-08-01 00:00:00 | 2021-09-28 5:38:34  | Woollypod Milkvetch                
Glen                      |  26,418.00 | 2020-11-28 00:00:00 | 2021-09-28 16:45:07 | American Madwort                   
Birch                     |  36,716.00 | 2021-05-10 00:00:00 | 2021-09-28 13:19:21 | San Rafael Cryptantha              
Drucy                     |  37,180.00 | 2021-07-04 00:00:00 | 2021-09-28 20:45:01 | Fernleaf Licorice-root             
Greta                     |  44,246.00 | 2021-01-29 00:00:00 | 2021-09-28 10:29:11 | Largeflower Fleabane               
Arlinda                   |  22,531.00 | 2020-08-18 00:00:00 | 2021-09-28 23:00:32 | Bebb Willow                        
Quentin                   |  31,818.00 | 2020-11-19 00:00:00 | 2021-09-28 0:01:28  | Pricklyburr                        
Cary                      |   6,212.00 | 2021-07-24 00:00:00 | 2021-09-28 15:48:36 | Bride's Feathers                   
Tommy                     |   9,396.00 | 2021-01-16 00:00:00 | 2021-09-28 10:03:03 | Robbins' Milkvetch                 
Ardra                     |  37,511.00 | 2021-01-12 00:00:00 | 2021-09-28 19:26:49 | Torrey's Mountainmint              
Mendel                    |  26,296.00 | 2020-08-05 00:00:00 | 2021-09-28 6:48:54  | Wyeth's Lupine                     
Benoit                    |   1,716.00 | 2020-12-26 00:00:00 | 2021-09-28 8:44:41  | American Ocellularia Lichen        
Lynea                     |  45,846.00 | 2021-06-05 00:00:00 | 2021-09-28 12:51:41 | Reverchon's Rosinweed              
Aggi                      |  31,975.00 | 2020-09-27 00:00:00 | 2021-09-28 2:32:17  | Graham's Ticktrefoil               
Mariam                    |  40,150.00 | 2020-08-18 00:00:00 | 2021-09-28 8:23:06  | Siberian-tea                       
Vi                        |  36,412.00 | 2020-09-24 00:00:00 | 2021-09-28 0:23:59  | Lakeshore Sedge                    
Northrop                  |  24,397.00 | 2020-10-23 00:00:00 | 2021-09-28 22:14:24 | Pacific Woodrush                   
Antonius                  |   3,746.00 | 2020-08-02 00:00:00 | 2021-09-28 19:42:07 | Humboldt Lily                      
Berti                     |   9,909.00 | 2021-04-28 00:00:00 | 2021-09-28 14:36:01 | Thomson's Calcareous Moss          
Jeremie                   |  48,739.00 | 2020-08-04 00:00:00 | 2021-09-28 7:45:23  | Mariposa Clarkia                   
Brandais                  |  28,189.00 | 2021-04-14 00:00:00 | 2021-09-28 19:51:47 | Zarzabacoa De Dos Hojas            
Armando                   |  13,825.00 | 2021-03-12 00:00:00 | 2021-09-28 21:43:00 | Mcvaugh's Bladderpod               
Kayley                    |  35,763.00 | 2020-11-27 00:00:00 | 2021-09-28 20:40:10 | Northern Long Sedge                
Dorine                    |  30,742.00 | 2021-01-08 00:00:00 | 2021-09-28 2:44:58  | Desert Rose                        
Reggie                    |  23,971.00 | 2021-05-19 00:00:00 | 2021-09-28 20:58:26 | Lens Pod Milkvetch                 
Andee                     |   5,908.00 | 2021-03-20 00:00:00 | 2021-09-28 0:15:19  | Chinquapin Oak                     
Deirdre                   |  42,472.00 | 2021-01-29 00:00:00 | 2021-09-28 2:44:16  | Intermountain Clover               
Rutherford                |  39,944.00 | 2020-07-10 00:00:00 | 2021-09-28 13:51:06 | Cirriphyllum Moss                  
Paulita                   |   4,912.00 | 2021-05-13 00:00:00 | 2021-09-28 16:03:52 | Annual Ragweed                     
Evey                      |  16,462.00 | 2020-08-13 00:00:00 | 2021-09-28 18:54:39 | Tropic Trypelthelium Lichen        
Agneta                    |  26,148.00 | 2020-12-25 00:00:00 | 2021-09-28 11:35:29 | Marsh Pea                          
Kelsey                    |  26,999.00 | 2020-08-29 00:00:00 | 2021-09-28 22:15:53 | Fringed Passionflower              
Codie                     |  12,179.00 | 2020-07-21 00:00:00 | 2021-09-28 6:15:28  | Congea                             
Hillary                   |  34,023.00 | 2021-07-21 00:00:00 | 2021-09-28 9:51:27  | Poison Hemlock                     
Conrad                    |  11,235.00 | 2020-12-19 00:00:00 | 2021-09-28 13:33:22 | False Buffalograss                 
Elia                      |  37,179.00 | 2020-10-13 00:00:00 | 2021-09-28 14:24:10 | California Beard Lichen            
Shawna                    |   2,736.00 | 2020-09-24 00:00:00 | 2021-09-28 13:28:40 | California Wildrose                
Kara                      |  22,871.00 | 2020-07-06 00:00:00 | 2021-09-28 12:38:19 | Western Leatherwood                
Juliane                   |  10,010.00 | 2021-01-26 00:00:00 | 2021-09-28 16:32:09 | Cutleaf Crab Apple                 
Sybilla                   |  36,052.00 | 2021-02-06 00:00:00 | 2021-09-28 15:25:36 | Bolander's Brachythecium Moss      
Chanda                    |  14,549.00 | 2021-02-14 00:00:00 | 2021-09-28 0:14:55  | Cochise Sedge                      
Lalo                      |  43,813.00 | 2021-05-01 00:00:00 | 2021-09-28 22:20:56 | Dictamnus                          
Guenna                    |   9,718.00 | 2020-10-18 00:00:00 | 2021-09-28 5:43:50  | Dendroalsia Moss                   
Brian                     |  42,189.00 | 2021-07-05 00:00:00 | 2021-09-28 9:34:03  | Tree Shield Lichen                 
Susana                    |  31,087.00 | 2020-10-15 00:00:00 | 2021-09-28 19:44:34 | Water Hickory                      
Patti                     |   2,005.00 | 2020-11-14 00:00:00 | 2021-09-28 20:07:50 | American Threefold                 
Pippy                     |  49,419.00 | 2021-06-25 00:00:00 | 2021-09-28 9:12:14  | Rooted Poppy                       
Florette                  |  26,906.00 | 2020-09-23 00:00:00 | 2021-09-28 5:53:23  | Pussywillow Jessamine              
Kelvin                    |  20,497.00 | 2021-03-04 00:00:00 | 2021-09-28 19:14:23 | Kerner's Dock                      
Alejandra                 |  33,673.00 | 2020-12-28 00:00:00 | 2021-09-28 5:01:30  | American Grama                     
Ainslie                   |  32,330.00 | 2020-08-24 00:00:00 | 2021-09-28 1:58:28  | Smallseed Paspalum                 
Jodi                      |  13,155.00 | 2020-09-20 00:00:00 | 2021-09-28 19:50:14 | Scarlet Rosemallow                 
Wini                      |  13,241.00 | 2021-05-10 00:00:00 | 2021-09-28 7:34:55  | Dore's Needlegrass                 
Marys                     |  16,429.00 | 2020-11-10 00:00:00 | 2021-09-28 15:52:34 | Tasmanian Bluegum                  
Didi                      |  45,525.00 | 2021-01-22 00:00:00 | 2021-09-28 22:43:29 | Rose Sage                          
Woodman                   |  46,756.00 | 2021-03-03 00:00:00 | 2021-09-28 10:42:35 | Crested Goosefoot                  
Daveen                    |   6,195.00 | 2021-01-06 00:00:00 | 2021-09-28 18:29:10 | Glenwoodgrass                      
